ft_id,account_id,period_id,tax_type_cd,ft_type_cd,amount,currency_cd,ft_date,status
FT0000879,ACCT0037,PER202411,CIT,BILL,390376.45,KES,2024-11-01,FROZEN
FT0000880,ACCT0037,PER202411,CIT,PAY,-427430.51,KES,2024-12-04,FROZEN
FT0000881,ACCT0038,PER202211,CIT,BILL,32674.78,KES,2022-11-01,FROZEN
FT0000882,ACCT0038,PER202207,CIT,BILL,399708.39,KES,2022-07-01,FROZEN
FT0000883,ACCT0038,PER202207,CIT,PAY,-401120.7,KES,2022-07-12,FROZEN
FT0000884,ACCT0038,PER202207,CIT,PEN,43668.92,KES,2022-08-21,FROZEN
FT0000885,ACCT0038,PER202304,CIT,BILL,350325.15,KES,2023-04-01,FROZEN
FT0000886,ACCT0038,PER202304,CIT,PEN,42058.66,KES,2023-05-21,FROZEN
FT0000887,ACCT0038,PER202410,CIT,BILL,283985.21,KES,2024-10-01,FROZEN
FT0000888,ACCT0038,PER202410,CIT,PAY,-174065.95,KES,2024-11-21,FROZEN
FT0000889,ACCT0038,PER202306,CIT,BILL,157981.27,KES,2023-06-01,FROZEN
FT0000890,ACCT0038,PER202306,CIT,PAY,-87546.02,KES,2023-06-15,FROZEN
FT0000891,ACCT0038,PER202306,CIT,ADJ,-695.47,KES,2023-06-30,FROZEN
FT0000892,ACCT0038,PER202408,CIT,BILL,169208.33,KES,2024-08-01,FROZEN
FT0000893,ACCT0038,PER202408,CIT,PAY,-166478.53,KES,2024-08-22,FROZEN
FT0000894,ACCT0038,PER202403,CIT,BILL,422920.62,KES,2024-03-01,FROZEN
FT0000895,ACCT0038,PER202403,CIT,PAY,-217020.76,KES,2024-04-07,FROZEN
FT0000896,ACCT0038,PER202402,CIT,BILL,59905.69,KES,2024-02-01,FROZEN
FT0000897,ACCT0038,PER202402,CIT,PAY,-43068.23,KES,2024-02-05,FROZEN
FT0000898,ACCT0038,PER202312,CIT,BILL,200819.8,KES,2023-12-01,FROZEN
FT0000899,ACCT0038,PER202312,CIT,PAY,-136770.15,KES,2023-12-09,FROZEN
FT0000900,ACCT0039,PER202408,CIT,BILL,345806.73,KES,2024-08-01,FROZEN
FT0000901,ACCT0039,PER202408,CIT,PAY,-324124.15,KES,2024-09-14,FROZEN
FT0000902,ACCT0039,PER202309,CIT,BILL,497170.15,KES,2023-09-01,FROZEN
FT0000903,ACCT0039,PER202309,CIT,PEN,54807.47,KES,2023-10-21,FROZEN
FT0000904,ACCT0039,PER202212,CIT,BILL,483928.18,KES,2022-12-01,FROZEN
FT0000905,ACCT0039,PER202212,CIT,PAY,-406175.51,KES,2023-01-01,FROZEN
FT0000906,ACCT0039,PER202212,CIT,PEN,60265.67,KES,2023-01-21,FROZEN
FT0000907,ACCT0039,PER202311,CIT,BILL,491277.93,KES,2023-11-01,FROZEN
FT0000908,ACCT0039,PER202311,CIT,PAY,-506601.95,KES,2023-11-06,FROZEN
FT0000909,ACCT0039,PER202303,CIT,BILL,365996.54,KES,2023-03-01,FROZEN
FT0000910,ACCT0039,PER202303,CIT,PAY,-185500.72,KES,2023-03-14,FROZEN
FT0000911,ACCT0039,PER202303,CIT,ADJ,-17812.47,KES,2023-03-31,FROZEN
FT0000912,ACCT0039,PER202310,CIT,BILL,58477.13,KES,2023-10-01,FROZEN
FT0000913,ACCT0039,PER202310,CIT,PAY,-42779.66,KES,2023-11-16,FROZEN
FT0000914,ACCT0039,PER202307,CIT,BILL,209939.49,KES,2023-07-01,FROZEN
FT0000915,ACCT0039,PER202403,CIT,BILL,415259.45,KES,2024-03-01,FROZEN
FT0000916,ACCT0039,PER202206,CIT,BILL,116663.45,KES,2022-06-01,FROZEN
FT0000917,ACCT0039,PER202206,CIT,PAY,-114273.8,KES,2022-06-03,FROZEN
FT0000918,ACCT0039,PER202301,CIT,BILL,476072.76,KES,2023-01-01,FROZEN
FT0000919,ACCT0039,PER202301,CIT,PAY,-286625.85,KES,2023-01-25,FROZEN
FT0000920,ACCT0039,PER202301,CIT,PEN,27374.3,KES,2023-02-21,FROZEN
FT0000921,ACCT0039,PER202210,CIT,BILL,489130.55,KES,2022-10-01,FROZEN
FT0000922,ACCT0039,PER202210,CIT,PAY,-533722.46,KES,2022-10-31,FROZEN
FT0000923,ACCT0039,PER202312,CIT,BILL,328549.41,KES,2023-12-01,FROZEN
FT0000924,ACCT0039,PER202312,CIT,PAY,-249868.47,KES,2023-12-04,FROZEN
FT0000925,ACCT0039,PER202312,CIT,PEN,23180.82,KES,2024-01-21,FROZEN
FT0000926,ACCT0040,PER202412,PAYE,BILL,48376.04,KES,2024-12-01,FROZEN
FT0000927,ACCT0040,PER202411,PAYE,BILL,53008.51,KES,2024-11-01,FROZEN
FT0000928,ACCT0040,PER202411,PAYE,PAY,-46801.98,KES,2024-11-06,FROZEN
FT0000929,ACCT0040,PER202305,PAYE,BILL,393513.9,KES,2023-05-01,FROZEN
FT0000930,ACCT0040,PER202305,PAYE,PAY,-408044.99,KES,2023-05-17,FROZEN
FT0000931,ACCT0040,PER202305,PAYE,PEN,41087.81,KES,2023-06-21,FROZEN
FT0000932,ACCT0040,PER202307,PAYE,BILL,443318.88,KES,2023-07-01,FROZEN
FT0000933,ACCT0040,PER202307,PAYE,PAY,-340231.8,KES,2023-07-17,FROZEN
FT0000934,ACCT0040,PER202308,PAYE,BILL,419353.98,KES,2023-08-01,FROZEN
FT0000935,ACCT0040,PER202308,PAYE,PAY,-247703.34,KES,2023-09-14,FROZEN
FT0000936,ACCT0040,PER202308,PAYE,ADJ,-13101.34,KES,2023-08-31,FROZEN
FT0000937,ACCT0040,PER202208,PAYE,BILL,273017.26,KES,2022-08-01,FROZEN
FT0000938,ACCT0040,PER202204,PAYE,BILL,421194.6,KES,2022-04-01,FROZEN
FT0000939,ACCT0040,PER202202,PAYE,BILL,434112.54,KES,2022-02-01,FROZEN
FT0000940,ACCT0040,PER202202,PAYE,PAY,-446698.47,KES,2022-03-03,FROZEN
FT0000941,ACCT0040,PER202301,PAYE,BILL,427700.21,KES,2023-01-01,FROZEN
FT0000942,ACCT0040,PER202301,PAYE,PAY,-360436.64,KES,2023-02-03,FROZEN
FT0000943,ACCT0040,PER202409,PAYE,BILL,312035.19,KES,2024-09-01,FROZEN
FT0000944,ACCT0040,PER202409,PAYE,PAY,-297779.32,KES,2024-09-12,FROZEN
FT0000945,ACCT0040,PER202306,PAYE,BILL,109885.63,KES,2023-06-01,FROZEN
FT0000946,ACCT0040,PER202306,PAYE,PAY,-57756.5,KES,2023-06-06,FROZEN
FT0000947,ACCT0040,PER202304,PAYE,BILL,498648.27,KES,2023-04-01,FROZEN
FT0000948,ACCT0040,PER202304,PAYE,PAY,-498880.08,KES,2023-04-17,FROZEN
FT0000949,ACCT0040,PER202205,PAYE,BILL,404635.12,KES,2022-05-01,FROZEN
FT0000950,ACCT0040,PER202205,PAYE,PAY,-337392.26,KES,2022-06-05,FROZEN
FT0000951,ACCT0040,PER202405,PAYE,BILL,231787.8,KES,2024-05-01,FROZEN
FT0000952,ACCT0040,PER202212,PAYE,BILL,263668.2,KES,2022-12-01,FROZEN
FT0000953,ACCT0040,PER202212,PAYE,PAY,-197399.27,KES,2022-12-10,FROZEN
FT0000954,ACCT0040,PER202201,PAYE,BILL,482591.67,KES,2022-01-01,FROZEN
FT0000955,ACCT0040,PER202201,PAYE,PAY,-271882.93,KES,2022-02-19,FROZEN
FT0000956,ACCT0040,PER202201,PAYE,PEN,37936.19,KES,2022-02-21,FROZEN
FT0000957,ACCT0040,PER202302,PAYE,BILL,175215.24,KES,2023-02-01,FROZEN
FT0000958,ACCT0040,PER202302,PAYE,PAY,-127876.65,KES,2023-03-04,FROZEN
FT0000959,ACCT0041,PER202306,CIT,BILL,169089.57,KES,2023-06-01,FROZEN
FT0000960,ACCT0041,PER202306,CIT,PAY,-160203.89,KES,2023-06-18,FROZEN
FT0000961,ACCT0041,PER202306,CIT,ADJ,10733.33,KES,2023-06-30,FROZEN
FT0000962,ACCT0041,PER202402,CIT,BILL,155012.2,KES,2024-02-01,FROZEN
FT0000963,ACCT0041,PER202402,CIT,PAY,-123230.29,KES,2024-03-16,FROZEN
FT0000964,ACCT0041,PER202210,CIT,BILL,117838.92,KES,2022-10-01,FROZEN
FT0000965,ACCT0041,PER202210,CIT,PAY,-111503.21,KES,2022-11-19,FROZEN
FT0000966,ACCT0041,PER202411,CIT,BILL,211302.5,KES,2024-11-01,FROZEN
FT0000967,ACCT0041,PER202411,CIT,PAY,-129478.02,KES,2024-11-14,FROZEN
FT0000968,ACCT0041,PER202203,CIT,BILL,244807.86,KES,2022-03-01,FROZEN
FT0000969,ACCT0041,PER202203,CIT,PAY,-177325.62,KES,2022-03-04,FROZEN
FT0000970,ACCT0041,PER202301,CIT,BILL,159005.93,KES,2023-01-01,FROZEN
FT0000971,ACCT0041,PER202301,CIT,PAY,-92444.44,KES,2023-02-03,FROZEN
FT0000972,ACCT0041,PER202301,CIT,ADJ,-9770.49,KES,2023-01-31,FROZEN
FT0000973,ACCT0041,PER202405,CIT,BILL,417300.32,KES,2024-05-01,FROZEN
FT0000974,ACCT0041,PER202406,CIT,BILL,459425.38,KES,2024-06-01,FROZEN
FT0000975,ACCT0042,PER202402,CIT,BILL,85939.24,KES,2024-02-01,FROZEN
FT0000976,ACCT0042,PER202208,CIT,BILL,146109.34,KES,2022-08-01,FROZEN
FT0000977,ACCT0042,PER202208,CIT,PAY,-87336.05,KES,2022-09-06,FROZEN
FT0000978,ACCT0042,PER202202,CIT,BILL,114568.78,KES,2022-02-01,FROZEN
FT0000979,ACCT0042,PER202202,CIT,PAY,-71495.34,KES,2022-03-14,FROZEN
FT0000980,ACCT0042,PER202202,CIT,ADJ,6422.81,KES,2022-02-28,FROZEN
FT0000981,ACCT0042,PER202304,CIT,BILL,384948.5,KES,2023-04-01,FROZEN
FT0000982,ACCT0042,PER202304,CIT,PAY,-403006.15,KES,2023-05-12,FROZEN
FT0000983,ACCT0042,PER202304,CIT,PEN,50076.6,KES,2023-05-21,FROZEN
FT0000984,ACCT0042,PER202312,CIT,BILL,306130.22,KES,2023-12-01,FROZEN
FT0000985,ACCT0042,PER202409,CIT,BILL,141312.39,KES,2024-09-01,FROZEN
FT0000986,ACCT0042,PER202308,CIT,BILL,113013.48,KES,2023-08-01,FROZEN
FT0000987,ACCT0042,PER202308,CIT,PAY,-91810.2,KES,2023-09-09,FROZEN
FT0000988,ACCT0042,PER202303,CIT,BILL,258199.29,KES,2023-03-01,FROZEN
FT0000989,ACCT0042,PER202303,CIT,PAY,-259740.84,KES,2023-03-24,FROZEN
FT0000990,ACCT0042,PER202206,CIT,BILL,144925.05,KES,2022-06-01,FROZEN
FT0000991,ACCT0042,PER202206,CIT,PAY,-114352.1,KES,2022-06-22,FROZEN
FT0000992,ACCT0042,PER202407,CIT,BILL,431438.34,KES,2024-07-01,FROZEN
FT0000993,ACCT0042,PER202407,CIT,PAY,-399795.04,KES,2024-08-11,FROZEN
FT0000994,ACCT0042,PER202307,CIT,BILL,383909.82,KES,2023-07-01,FROZEN
FT0000995,ACCT0042,PER202306,CIT,BILL,302016.48,KES,2023-06-01,FROZEN
FT0000996,ACCT0042,PER202306,CIT,PAY,-274367.91,KES,2023-07-17,FROZEN
FT0000997,ACCT0042,PER202306,CIT,PEN,30122.3,KES,2023-07-21,FROZEN
FT0000998,ACCT0042,PER202212,CIT,BILL,453921.22,KES,2022-12-01,FROZEN
FT0000999,ACCT0042,PER202212,CIT,PAY,-427611.61,KES,2023-01-07,FROZEN
FT0001000,ACCT0042,PER202408,CIT,BILL,99008.0,KES,2024-08-01,FROZEN
FT0001001,ACCT0043,PER202407,CIT,BILL,328945.15,KES,2024-07-01,FROZEN
FT0001002,ACCT0043,PER202407,CIT,PAY,-208550.16,KES,2024-07-20,FROZEN
FT0001003,ACCT0043,PER202311,CIT,BILL,188982.8,KES,2023-11-01,FROZEN
FT0001004,ACCT0043,PER202311,CIT,PAY,-147077.07,KES,2023-11-08,FROZEN
FT0001005,ACCT0043,PER202409,CIT,BILL,293869.44,KES,2024-09-01,FROZEN
FT0001006,ACCT0043,PER202409,CIT,PEN,40830.99,KES,2024-10-21,FROZEN
FT0001007,ACCT0043,PER202308,CIT,BILL,434411.39,KES,2023-08-01,FROZEN
FT0001008,ACCT0043,PER202308,CIT,PAY,-294971.18,KES,2023-08-04,FROZEN
FT0001009,ACCT0043,PER202211,CIT,BILL,496212.19,KES,2022-11-01,FROZEN
FT0001010,ACCT0043,PER202211,CIT,PAY,-542020.0,KES,2022-11-30,FROZEN
FT0001011,ACCT0043,PER202211,CIT,PEN,67603.65,KES,2022-12-21,FROZEN
FT0001012,ACCT0043,PER202403,CIT,BILL,45001.68,KES,2024-03-01,FROZEN
FT0001013,ACCT0043,PER202403,CIT,PAY,-49141.12,KES,2024-03-21,FROZEN
FT0001014,ACCT0043,PER202403,CIT,ADJ,-2038.33,KES,2024-03-31,FROZEN
FT0001015,ACCT0043,PER202310,CIT,BILL,381790.67,KES,2023-10-01,FROZEN
FT0001016,ACCT0043,PER202310,CIT,PAY,-366018.99,KES,2023-11-01,FROZEN
FT0001017,ACCT0043,PER202405,CIT,BILL,69055.95,KES,2024-05-01,FROZEN
FT0001018,ACCT0043,PER202405,CIT,PAY,-52319.95,KES,2024-05-28,FROZEN
FT0001019,ACCT0043,PER202306,CIT,BILL,23674.03,KES,2023-06-01,FROZEN
FT0001020,ACCT0043,PER202306,CIT,PAY,-17136.7,KES,2023-06-01,FROZEN
FT0001021,ACCT0043,PER202206,CIT,BILL,267861.72,KES,2022-06-01,FROZEN
FT0001022,ACCT0043,PER202206,CIT,PAY,-134593.63,KES,2022-07-17,FROZEN
FT0001023,ACCT0043,PER202210,CIT,BILL,175453.14,KES,2022-10-01,FROZEN
FT0001024,ACCT0043,PER202210,CIT,PAY,-128103.65,KES,2022-11-07,FROZEN
FT0001025,ACCT0043,PER202210,CIT,ADJ,-15941.03,KES,2022-10-31,FROZEN
FT0001026,ACCT0043,PER202204,CIT,BILL,474489.37,KES,2022-04-01,FROZEN
FT0001027,ACCT0043,PER202204,CIT,PAY,-385367.48,KES,2022-05-04,FROZEN
FT0001028,ACCT0043,PER202304,CIT,BILL,497758.84,KES,2023-04-01,FROZEN
FT0001029,ACCT0043,PER202304,CIT,PAY,-518082.47,KES,2023-04-23,FROZEN
FT0001030,ACCT0043,PER202205,CIT,BILL,453912.65,KES,2022-05-01,FROZEN
FT0001031,ACCT0043,PER202205,CIT,PEN,32877.86,KES,2022-06-21,FROZEN
FT0001032,ACCT0043,PER202209,CIT,BILL,109539.16,KES,2022-09-01,FROZEN
FT0001033,ACCT0043,PER202209,CIT,PAY,-87935.86,KES,2022-09-08,FROZEN
FT0001034,ACCT0043,PER202404,CIT,BILL,23494.9,KES,2024-04-01,FROZEN
FT0001035,ACCT0043,PER202412,CIT,BILL,29050.55,KES,2024-12-01,FROZEN
FT0001036,ACCT0043,PER202408,CIT,BILL,14772.17,KES,2024-08-01,FROZEN
FT0001037,ACCT0043,PER202408,CIT,PAY,-11080.09,KES,2024-08-25,FROZEN
FT0001038,ACCT0043,PER202408,CIT,PEN,1111.96,KES,2024-09-21,FROZEN
FT0001039,ACCT0044,PER202201,VAT,BILL,212318.75,KES,2022-01-01,FROZEN
FT0001040,ACCT0044,PER202308,VAT,BILL,144939.85,KES,2023-08-01,FROZEN
FT0001041,ACCT0044,PER202403,VAT,BILL,390089.66,KES,2024-03-01,FROZEN
FT0001042,ACCT0044,PER202207,VAT,BILL,207829.33,KES,2022-07-01,FROZEN
FT0001043,ACCT0044,PER202207,VAT,PAY,-172266.25,KES,2022-07-14,FROZEN
FT0001044,ACCT0044,PER202306,VAT,BILL,121080.11,KES,2023-06-01,FROZEN
FT0001045,ACCT0044,PER202306,VAT,PAY,-67005.94,KES,2023-06-08,FROZEN
FT0001046,ACCT0044,PER202411,VAT,BILL,78826.52,KES,2024-11-01,FROZEN
FT0001047,ACCT0044,PER202411,VAT,PAY,-63614.83,KES,2024-12-17,FROZEN
FT0001048,ACCT0044,PER202407,VAT,BILL,323946.71,KES,2024-07-01,FROZEN
FT0001049,ACCT0044,PER202407,VAT,PAY,-351927.47,KES,2024-07-17,FROZEN
FT0001050,ACCT0044,PER202407,VAT,ADJ,-21075.86,KES,2024-07-31,FROZEN
FT0001051,ACCT0044,PER202311,VAT,BILL,24525.04,KES,2023-11-01,FROZEN
FT0001052,ACCT0044,PER202311,VAT,PAY,-24058.03,KES,2023-11-21,FROZEN
FT0001053,ACCT0044,PER202205,VAT,BILL,426366.72,KES,2022-05-01,FROZEN
FT0001054,ACCT0044,PER202205,VAT,PEN,27219.01,KES,2022-06-21,FROZEN
FT0001055,ACCT0045,PER202311,CIT,BILL,481343.42,KES,2023-11-01,FROZEN
FT0001056,ACCT0045,PER202311,CIT,PAY,-352068.68,KES,2023-12-01,FROZEN
FT0001057,ACCT0045,PER202405,CIT,BILL,399470.23,KES,2024-05-01,FROZEN
FT0001058,ACCT0045,PER202405,CIT,PAY,-366594.6,KES,2024-05-04,FROZEN
FT0001059,ACCT0045,PER202306,CIT,BILL,56337.99,KES,2023-06-01,FROZEN
FT0001060,ACCT0045,PER202206,CIT,BILL,221890.59,KES,2022-06-01,FROZEN
FT0001061,ACCT0045,PER202206,CIT,PAY,-214678.83,KES,2022-07-10,FROZEN
FT0001062,ACCT0045,PER202206,CIT,PEN,26282.14,KES,2022-07-21,FROZEN
FT0001063,ACCT0045,PER202312,CIT,BILL,486855.07,KES,2023-12-01,FROZEN
FT0001064,ACCT0045,PER202312,CIT,PAY,-512287.79,KES,2023-12-08,FROZEN
FT0001065,ACCT0045,PER202403,CIT,BILL,36351.34,KES,2024-03-01,FROZEN
FT0001066,ACCT0045,PER202403,CIT,PAY,-18445.26,KES,2024-04-13,FROZEN
FT0001067,ACCT0045,PER202211,CIT,BILL,363267.9,KES,2022-11-01,FROZEN
FT0001068,ACCT0045,PER202211,CIT,PAY,-389952.42,KES,2022-11-22,FROZEN
FT0001069,ACCT0045,PER202409,CIT,BILL,311028.31,KES,2024-09-01,FROZEN
FT0001070,ACCT0045,PER202409,CIT,PAY,-291119.76,KES,2024-10-01,FROZEN
FT0001071,ACCT0045,PER202204,CIT,BILL,195513.93,KES,2022-04-01,FROZEN
FT0001072,ACCT0045,PER202301,CIT,BILL,32010.23,KES,2023-01-01,FROZEN
FT0001073,ACCT0045,PER202301,CIT,PAY,-19019.08,KES,2023-01-31,FROZEN
FT0001074,ACCT0045,PER202407,CIT,BILL,42058.3,KES,2024-07-01,FROZEN
FT0001075,ACCT0045,PER202407,CIT,PAY,-27108.05,KES,2024-07-18,FROZEN
FT0001076,ACCT0045,PER202407,CIT,PEN,3039.58,KES,2024-08-21,FROZEN
FT0001077,ACCT0046,PER202304,PAYE,BILL,373893.29,KES,2023-04-01,FROZEN
FT0001078,ACCT0046,PER202304,PAYE,PAY,-277452.67,KES,2023-04-03,FROZEN
FT0001079,ACCT0046,PER202304,PAYE,ADJ,-30592.28,KES,2023-04-30,FROZEN
FT0001080,ACCT0046,PER202206,PAYE,BILL,304080.62,KES,2022-06-01,FROZEN
FT0001081,ACCT0046,PER202206,PAYE,PAY,-207613.71,KES,2022-07-03,FROZEN
FT0001082,ACCT0046,PER202406,PAYE,BILL,230822.92,KES,2024-06-01,FROZEN
FT0001083,ACCT0046,PER202406,PAYE,PAY,-229711.88,KES,2024-06-15,FROZEN
FT0001084,ACCT0046,PER202405,PAYE,BILL,384871.12,KES,2024-05-01,FROZEN
FT0001085,ACCT0046,PER202405,PAYE,PAY,-357928.16,KES,2024-05-24,FROZEN
FT0001086,ACCT0046,PER202409,PAYE,BILL,380863.38,KES,2024-09-01,FROZEN
FT0001087,ACCT0046,PER202409,PAYE,PAY,-268437.94,KES,2024-10-11,FROZEN
FT0001088,ACCT0046,PER202203,PAYE,BILL,263382.62,KES,2022-03-01,FROZEN
FT0001089,ACCT0046,PER202203,PAYE,PEN,17492.7,KES,2022-04-21,FROZEN
FT0001090,ACCT0046,PER202404,PAYE,BILL,359843.78,KES,2024-04-01,FROZEN
FT0001091,ACCT0046,PER202404,PAYE,PEN,39973.31,KES,2024-05-21,FROZEN
FT0001092,ACCT0046,PER202412,PAYE,BILL,465457.05,KES,2024-12-01,FROZEN
FT0001093,ACCT0046,PER202412,PAYE,PAY,-360369.7,KES,2025-01-20,FROZEN
FT0001094,ACCT0046,PER202412,PAYE,PEN,39002.21,KES,2025-01-21,FROZEN
FT0001095,ACCT0046,PER202303,PAYE,BILL,28017.68,KES,2023-03-01,FROZEN
FT0001096,ACCT0046,PER202303,PAYE,PAY,-25307.95,KES,2023-03-08,FROZEN
FT0001097,ACCT0046,PER202211,PAYE,BILL,330936.06,KES,2022-11-01,FROZEN
FT0001098,ACCT0046,PER202211,PAYE,PEN,33054.84,KES,2022-12-21,FROZEN
FT0001099,ACCT0046,PER202204,PAYE,BILL,29042.94,KES,2022-04-01,FROZEN
FT0001100,ACCT0046,PER202408,PAYE,BILL,256624.79,KES,2024-08-01,FROZEN
FT0001101,ACCT0046,PER202408,PAYE,PEN,27678.38,KES,2024-09-21,FROZEN
FT0001102,ACCT0047,PER202207,PAYE,BILL,382375.45,KES,2022-07-01,FROZEN
FT0001103,ACCT0047,PER202207,PAYE,PAY,-412260.43,KES,2022-07-19,FROZEN
FT0001104,ACCT0047,PER202401,PAYE,BILL,209309.01,KES,2024-01-01,FROZEN
FT0001105,ACCT0047,PER202309,PAYE,BILL,352239.68,KES,2023-09-01,FROZEN
FT0001106,ACCT0047,PER202409,PAYE,BILL,318128.73,KES,2024-09-01,FROZEN
FT0001107,ACCT0047,PER202409,PAYE,PAY,-278203.75,KES,2024-09-19,FROZEN
FT0001108,ACCT0047,PER202411,PAYE,BILL,70672.51,KES,2024-11-01,FROZEN
FT0001109,ACCT0047,PER202302,PAYE,BILL,273533.28,KES,2023-02-01,FROZEN
FT0001110,ACCT0047,PER202302,PAYE,PAY,-253349.71,KES,2023-03-21,FROZEN
FT0001111,ACCT0047,PER202308,PAYE,BILL,287465.91,KES,2023-08-01,FROZEN
FT0001112,ACCT0047,PER202308,PAYE,PAY,-215739.36,KES,2023-09-17,FROZEN
FT0001113,ACCT0047,PER202311,PAYE,BILL,439351.23,KES,2023-11-01,FROZEN
FT0001114,ACCT0047,PER202311,PAYE,PAY,-223042.06,KES,2023-11-07,FROZEN
FT0001115,ACCT0047,PER202311,PAYE,PEN,28352.51,KES,2023-12-21,FROZEN
FT0001116,ACCT0048,PER202306,CIT,BILL,151094.58,KES,2023-06-01,FROZEN
FT0001117,ACCT0048,PER202306,CIT,PEN,19854.22,KES,2023-07-21,FROZEN
FT0001118,ACCT0048,PER202211,CIT,BILL,434677.51,KES,2022-11-01,FROZEN
FT0001119,ACCT0048,PER202307,CIT,BILL,282828.92,KES,2023-07-01,FROZEN
FT0001120,ACCT0048,PER202307,CIT,PAY,-274509.31,KES,2023-08-21,FROZEN
FT0001121,ACCT0048,PER202305,CIT,BILL,28255.04,KES,2023-05-01,FROZEN
FT0001122,ACCT0048,PER202305,CIT,PAY,-21189.58,KES,2023-06-20,FROZEN
FT0001123,ACCT0048,PER202210,CIT,BILL,278301.68,KES,2022-10-01,FROZEN
FT0001124,ACCT0048,PER202210,CIT,PAY,-181120.03,KES,2022-11-09,FROZEN
FT0001125,ACCT0048,PER202403,CIT,BILL,224316.61,KES,2024-03-01,FROZEN
FT0001126,ACCT0048,PER202403,CIT,PAY,-197459.88,KES,2024-04-15,FROZEN
FT0001127,ACCT0048,PER202202,CIT,BILL,275574.49,KES,2022-02-01,FROZEN
FT0001128,ACCT0048,PER202202,CIT,PAY,-266118.99,KES,2022-02-13,FROZEN
FT0001129,ACCT0048,PER202311,CIT,BILL,342916.13,KES,2023-11-01,FROZEN
FT0001130,ACCT0048,PER202311,CIT,PAY,-207216.36,KES,2023-12-03,FROZEN
FT0001131,ACCT0048,PER202311,CIT,PEN,18539.22,KES,2023-12-21,FROZEN
FT0001132,ACCT0048,PER202402,CIT,BILL,135798.6,KES,2024-02-01,FROZEN
FT0001133,ACCT0048,PER202402,CIT,PAY,-136831.83,KES,2024-02-01,FROZEN
FT0001134,ACCT0049,PER202203,VAT,BILL,277329.29,KES,2022-03-01,FROZEN
FT0001135,ACCT0049,PER202203,VAT,PAY,-256421.14,KES,2022-04-03,FROZEN
FT0001136,ACCT0049,PER202210,VAT,BILL,38747.35,KES,2022-10-01,FROZEN
FT0001137,ACCT0049,PER202210,VAT,PAY,-29043.42,KES,2022-11-04,FROZEN
FT0001138,ACCT0049,PER202309,VAT,BILL,442281.39,KES,2023-09-01,FROZEN
FT0001139,ACCT0049,PER202309,VAT,PAY,-308995.44,KES,2023-09-19,FROZEN
FT0001140,ACCT0049,PER202204,VAT,BILL,267596.95,KES,2022-04-01,FROZEN
FT0001141,ACCT0049,PER202308,VAT,BILL,9357.83,KES,2023-08-01,FROZEN
FT0001142,ACCT0049,PER202308,VAT,PAY,-7181.2,KES,2023-09-11,FROZEN
FT0001143,ACCT0049,PER202304,VAT,BILL,479653.92,KES,2023-04-01,FROZEN
FT0001144,ACCT0049,PER202304,VAT,PAY,-332190.18,KES,2023-05-21,FROZEN
FT0001145,ACCT0049,PER202402,VAT,BILL,272417.47,KES,2024-02-01,FROZEN
FT0001146,ACCT0049,PER202402,VAT,PAY,-285167.03,KES,2024-03-21,FROZEN
FT0001147,ACCT0049,PER202307,VAT,BILL,225550.66,KES,2023-07-01,FROZEN
FT0001148,ACCT0049,PER202307,VAT,PAY,-234340.14,KES,2023-07-13,FROZEN
FT0001149,ACCT0049,PER202307,VAT,ADJ,-18226.46,KES,2023-07-31,FROZEN
FT0001150,ACCT0050,PER202411,VAT,BILL,16757.71,KES,2024-11-01,FROZEN
FT0001151,ACCT0050,PER202411,VAT,PEN,960.63,KES,2024-12-21,FROZEN
FT0001152,ACCT0050,PER202412,VAT,BILL,129694.46,KES,2024-12-01,FROZEN
FT0001153,ACCT0050,PER202412,VAT,PAY,-128782.91,KES,2024-12-17,FROZEN
FT0001154,ACCT0050,PER202201,VAT,BILL,205201.77,KES,2022-01-01,FROZEN
FT0001155,ACCT0050,PER202201,VAT,PAY,-150556.77,KES,2022-01-08,FROZEN
FT0001156,ACCT0050,PER202205,VAT,BILL,311082.93,KES,2022-05-01,FROZEN
FT0001157,ACCT0050,PER202302,VAT,BILL,40931.78,KES,2023-02-01,FROZEN
FT0001158,ACCT0050,PER202302,VAT,PEN,5267.48,KES,2023-03-21,FROZEN
FT0001159,ACCT0050,PER202310,VAT,BILL,47820.08,KES,2023-10-01,FROZEN
FT0001160,ACCT0050,PER202309,VAT,BILL,332057.97,KES,2023-09-01,FROZEN
FT0001161,ACCT0050,PER202309,VAT,PAY,-272314.32,KES,2023-09-09,FROZEN
FT0001162,ACCT0050,PER202401,VAT,BILL,425486.38,KES,2024-01-01,FROZEN
FT0001163,ACCT0050,PER202401,VAT,PAY,-374609.87,KES,2024-01-20,FROZEN
FT0001164,ACCT0050,PER202207,VAT,BILL,398533.48,KES,2022-07-01,FROZEN
FT0001165,ACCT0050,PER202407,VAT,BILL,278994.47,KES,2024-07-01,FROZEN
FT0001166,ACCT0050,PER202407,VAT,PAY,-160126.39,KES,2024-07-01,FROZEN
FT0001167,ACCT0050,PER202408,VAT,BILL,276025.1,KES,2024-08-01,FROZEN
FT0001168,ACCT0050,PER202408,VAT,PAY,-172800.47,KES,2024-09-17,FROZEN
FT0001169,ACCT0050,PER202204,VAT,BILL,209263.98,KES,2022-04-01,FROZEN
FT0001170,ACCT0050,PER202204,VAT,PAY,-168987.28,KES,2022-04-11,FROZEN
